Accident_ID,Date,State,City,Latitude,Longitude,Severity,Weather,Visibility_km,Temperature_C,Traffic_Signal,Time_of_Day
19,2023-01-01 18:00:00,Tamil Nadu,Bengaluru,13.483213331196117,74.17127504357371,1,Rain,6.0,38.0,Yes,Afternoon
20,2023-01-01 19:00:00,Maharashtra,Mumbai,9.588387379779732,75.97356338254357,2,Fog,7.3,26.0,No,Night
21,2023-01-01 20:00:00,Karnataka,Chennai,9.713164991928611,74.27419274342013,1,Rain,1.7,28.7,Yes,Morning
22,2023-01-01 21:00:00,Delhi,Chennai,25.883817493282365,73.07062690399755,2,Fog,6.2,34.9,Yes,Morning
23,2023-01-01 22:00:00,Maharashtra,Kochi,11.837346494374858,77.0364615751339,1,Mist,5.7,29.6,No,Evening
24,2023-01-01 23:00:00,Tamil Nadu,New Delhi,14.467431242310415,72.43465627858323,2,Cloudy,5.4,39.0,No,Evening
25,2023-01-02 00:00:00,Tamil Nadu,Chennai,12.53312804453976,77.9891618730096,1,Fog,7.1,31.5,No,Evening
26,2023-01-02 01:00:00,Kerala,New Delhi,15.099926116638747,74.54069436208893,1,Fog,8.5,28.1,Yes,Night
27,2023-01-02 02:00:00,Kerala,Chennai,9.388476854921867,72.00107754403588,1,Mist,3.6,15.6,No,Morning
28,2023-01-02 03:00:00,Karnataka,Bengaluru,18.38119581816541,76.08903311389784,1,Fog,8.9,25.3,No,Afternoon
29,2023-01-02 04:00:00,Maharashtra,Mumbai,9.352251271844299,72.37481526822083,3,Clear,2.0,22.5,Yes,Evening
30,2023-01-02 05:00:00,Maharashtra,Chennai,24.007130156447232,74.2093564625672,1,Mist,2.1,33.7,Yes,Night
31,2023-01-02 06:00:00,Kerala,New Delhi,12.67424163820866,77.65581189964573,4,Clear,3.0,20.2,No,Evening
32,2023-01-02 07:00:00,Maharashtra,Bengaluru,18.800238292090214,72.50151697297493,4,Mist,1.6,20.1,Yes,Morning
33,2023-01-02 08:00:00,Maharashtra,Chennai,25.601581751229165,78.71470793884802,2,Fog,2.7,19.7,Yes,Afternoon
34,2023-01-02 09:00:00,Tamil Nadu,Kochi,21.01754738094388,72.03055938126866,1,Clear,1.5,18.1,Yes,Morning
35,2023-01-02 10:00:00,Kerala,Mumbai,18.659155731026708,73.97459095361522,1,Fog,8.3,22.8,No,Night
36,2023-01-02 11:00:00,Delhi,Chennai,14.486675062307512,77.92723244921658,3,Mist,1.8,37.1,No,Evening
37,2023-01-02 12:00:00,Kerala,Bengaluru,14.660038261163958,74.53016119783446,1,Fog,7.6,34.4,Yes,Morning
38,2023-01-02 13:00:00,Delhi,Kochi,21.3897391039638,72.81513910452811,1,Clear,1.0,33.4,Yes,Night
39,2023-01-02 14:00:00,Tamil Nadu,Bengaluru,27.88278722442335,74.88187135040343,2,Clear,9.5,34.9,Yes,Evening
40,2023-01-02 15:00:00,Karnataka,Bengaluru,21.236783796987574,74.1631462910762,3,Fog,7.3,21.7,No,Afternoon
41,2023-01-02 16:00:00,Maharashtra,Kochi,19.1556683474005,78.74169521728444,3,Rain,0.6,37.2,Yes,Morning
42,2023-01-02 17:00:00,Tamil Nadu,Bengaluru,22.61301020478492,74.50678334068114,1,Mist,7.8,18.4,Yes,Evening
43,2023-01-02 18:00:00,Maharashtra,Kochi,17.30411224567436,78.31145977420806,2,Mist,5.4,23.4,No,Evening
44,2023-01-02 19:00:00,Karnataka,Chennai,9.202846852015703,79.13497715848588,1,Fog,7.9,29.7,Yes,Evening
45,2023-01-02 20:00:00,Karnataka,Kochi,19.245936317558197,75.47053935661224,1,Rain,5.5,17.6,No,Evening
46,2023-01-02 21:00:00,Tamil Nadu,Kochi,27.152505690107603,79.27954515083513,3,Clear,6.6,33.3,No,Morning
47,2023-01-02 22:00:00,Karnataka,Mumbai,11.506058847153193,75.01854443170555,1,Cloudy,8.0,24.7,No,Evening
48,2023-01-02 23:00:00,Delhi,Kochi,21.800097816413313,79.71262733192087,1,Cloudy,4.3,34.6,Yes,Night
49,2023-01-03 00:00:00,Karnataka,Kochi,12.01867377318113,72.71431619620458,1,Fog,0.5,27.3,Yes,Morning
50,2023-01-03 01:00:00,Maharashtra,Chennai,18.716553689461627,77.49615413202594,3,Rain,8.6,19.5,No,Evening
51,2023-01-03 02:00:00,Maharashtra,Mumbai,9.933528992934392,75.95051232365543,3,Rain,4.1,33.4,Yes,Morning
52,2023-01-03 03:00:00,Maharashtra,New Delhi,17.007418725163703,75.10119044364518,2,Mist,5.2,21.3,No,Night
53,2023-01-03 04:00:00,Maharashtra,Chennai,23.12326657790492,77.06169502998881,3,Clear,0.6,27.3,Yes,Night
54,2023-01-03 05:00:00,Delhi,Chennai,14.951430484779642,77.63085673307465,1,Rain,5.2,16.9,No,Morning
55,2023-01-03 06:00:00,Kerala,New Delhi,21.29823448974436,72.03490615720247,2,Cloudy,9.9,30.4,No,Evening
56,2023-01-03 07:00:00,Tamil Nadu,Kochi,23.908999215794584,73.3356247099776,1,Clear,3.1,31.6,Yes,Evening
57,2023-01-03 08:00:00,Maharashtra,Bengaluru,26.543556389589053,77.70436840507455,1,Clear,4.3,24.5,Yes,Night
58,2023-01-03 09:00:00,Karnataka,Mumbai,12.69284163710907,77.33108330862565,2,Fog,7.0,38.9,Yes,Evening
59,2023-01-03 10:00:00,Maharashtra,Bengaluru,15.986318316186162,79.72838004102942,4,Rain,8.2,36.9,Yes,Night
60,2023-01-03 11:00:00,Karnataka,New Delhi,11.048320266608348,78.08830232200626,1,Fog,4.5,32.7,No,Evening
61,2023-01-03 12:00:00,Karnataka,Chennai,27.849670043167503,79.6061816618507,1,Rain,3.4,32.8,No,Night
62,2023-01-03 13:00:00,Maharashtra,Chennai,26.540019358485907,77.62032401227846,1,Mist,9.4,21.3,Yes,Afternoon
63,2023-01-03 14:00:00,Delhi,Mumbai,18.79914260561119,74.38441766911555,1,Fog,6.9,31.4,Yes,Evening
64,2023-01-03 15:00:00,Karnataka,Chennai,24.840665887528424,72.84291937800685,4,Fog,1.6,20.0,No,Evening
65,2023-01-03 16:00:00,Karnataka,Chennai,18.41915954544084,78.25459090675949,2,Cloudy,1.2,18.6,Yes,Evening
66,2023-01-03 17:00:00,Maharashtra,Mumbai,20.471713760055195,77.15319377180732,2,Fog,5.1,40.0,Yes,Morning
67,2023-01-03 18:00:00,Karnataka,Mumbai,9.782488642320333,72.38548809914637,3,Rain,2.6,30.6,Yes,Evening
68,2023-01-03 19:00:00,Karnataka,New Delhi,23.10540840993616,74.88040372720782,1,Cloudy,2.9,25.8,Yes,Morning
69,2023-01-03 20:00:00,Maharashtra,Chennai,10.554269672704697,79.65439852387429,2,Fog,8.8,22.2,No,Morning
70,2023-01-03 21:00:00,Maharashtra,Chennai,24.521352605050566,76.00320916568161,2,Fog,1.4,30.1,No,Night
71,2023-01-03 22:00:00,Tamil Nadu,New Delhi,23.640561753407717,75.46183308815763,2,Mist,7.3,16.2,Yes,Morning
72,2023-01-03 23:00:00,Delhi,Kochi,22.174893954859527,75.66159684127435,4,Fog,3.1,17.4,No,Morning
73,2023-01-04 00:00:00,Delhi,Kochi,8.723207610495242,73.67106179204131,3,Clear,7.7,15.8,Yes,Afternoon
74,2023-01-04 01:00:00,Karnataka,Kochi,14.062567118906571,74.94965736691836,1,Cloudy,7.4,27.5,Yes,Evening
75,2023-01-04 02:00:00,Delhi,New Delhi,13.262251398216858,74.95850604789742,3,Clear,0.6,30.0,Yes,Morning
76,2023-01-04 03:00:00,Karnataka,Chennai,15.202728149430381,72.41884016149977,1,Cloudy,5.3,16.6,No,Evening
77,2023-01-04 04:00:00,Tamil Nadu,New Delhi,9.75285493527677,78.14054102814335,1,Mist,1.8,33.0,No,Morning
78,2023-01-04 05:00:00,Maharashtra,New Delhi,26.739156460621256,75.33203545523104,1,Fog,8.7,20.8,No,Night
79,2023-01-04 06:00:00,Maharashtra,Kochi,19.076044814247524,78.57743909453139,1,Fog,8.8,32.1,No,Afternoon
80,2023-01-04 07:00:00,Maharashtra,Bengaluru,14.11048621316047,78.80278400895916,2,Fog,4.5,39.5,No,Morning
81,2023-01-04 08:00:00,Delhi,Chennai,15.939630341485667,73.69595243758927,2,Cloudy,4.7,32.3,Yes,Evening
82,2023-01-04 09:00:00,Tamil Nadu,Kochi,16.944050810096712,77.25882785736103,4,Fog,3.4,37.1,Yes,Night
83,2023-01-04 10:00:00,Delhi,Bengaluru,20.011886667212345,75.77825443330386,2,Clear,7.3,38.7,No,Evening
84,2023-01-04 11:00:00,Delhi,Bengaluru,18.313588553929954,79.04125390337188,2,Fog,3.9,27.2,No,Night
85,2023-01-04 12:00:00,Tamil Nadu,Mumbai,26.387839464288348,73.72592543341163,1,Mist,3.0,32.6,No,Afternoon
86,2023-01-04 13:00:00,Tamil Nadu,Chennai,17.939269658116604,77.42250560248036,1,Clear,4.6,36.3,Yes,Night
87,2023-01-04 14:00:00,Tamil Nadu,Bengaluru,27.84316029646625,76.86201697802179,2,Fog,1.4,23.9,No,Evening
88,2023-01-04 15:00:00,Tamil Nadu,Kochi,25.028499154901915,74.36241182057466,2,Fog,7.6,21.5,Yes,Evening
89,2023-01-04 16:00:00,Maharashtra,Mumbai,12.170210287146716,73.09280722920938,3,Rain,0.6,38.7,Yes,Morning
90,2023-01-04 17:00:00,Kerala,Chennai,26.611904292878325,77.21311808381822,1,Cloudy,6.6,33.2,No,Night
91,2023-01-04 18:00:00,Kerala,New Delhi,10.327327957709521,77.90877966505865,1,Clear,2.2,20.5,Yes,Evening
92,2023-01-04 19:00:00,Tamil Nadu,Kochi,24.348994169823833,74.5250187501068,2,Rain,2.7,26.2,Yes,Morning
93,2023-01-04 20:00:00,Kerala,Bengaluru,15.6124658695316,77.15866083217851,1,Mist,6.5,34.9,No,Afternoon
94,2023-01-04 21:00:00,Kerala,Bengaluru,25.55948640890139,75.16104726089202,1,Cloudy,9.9,28.7,Yes,Evening
95,2023-01-04 22:00:00,Tamil Nadu,Kochi,25.361133802149006,77.70565506626095,3,Clear,7.9,31.2,No,Morning
96,2023-01-04 23:00:00,Kerala,Bengaluru,24.118508002352424,73.59372219915242,1,Fog,2.6,33.8,Yes,Evening
97,2023-01-05 00:00:00,Delhi,Mumbai,23.800608726141228,79.1217200210894,2,Clear,2.2,30.6,No,Night
98,2023-01-05 01:00:00,Karnataka,Chennai,14.093582781960816,74.29927677172464,1,Fog,8.7,28.5,No,Morning
99,2023-01-05 02:00:00,Karnataka,Mumbai,9.618385661025044,74.94228790204923,1,Cloudy,4.7,33.7,Yes,Night
100,2023-01-05 03:00:00,Tamil Nadu,Bengaluru,16.05960357530323,72.4647356166428,1,Fog,1.8,33.2,No,Afternoon
101,2023-01-05 04:00:00,Maharashtra,New Delhi,11.470490299730173,72.89209769857021,3,Mist,8.7,30.7,Yes,Night
102,2023-01-05 05:00:00,Tamil Nadu,Chennai,21.899021778049235,76.12689522169862,1,Fog,8.3,24.0,Yes,Morning
103,2023-01-05 06:00:00,Maharashtra,Chennai,14.921994530755711,74.14074141382378,3,Mist,9.8,25.1,No,Evening
104,2023-01-05 07:00:00,Karnataka,Kochi,27.512204017198297,78.68384180593756,1,Cloudy,9.1,39.3,Yes,Morning
105,2023-01-05 08:00:00,Tamil Nadu,Kochi,20.81944154690664,72.11754710923964,3,Cloudy,8.6,17.8,No,Night
106,2023-01-05 09:00:00,Delhi,New Delhi,24.449611272687218,75.03275238937549,1,Clear,1.0,21.7,Yes,Night
107,2023-01-05 10:00:00,Kerala,Chennai,10.650493454836969,74.69876437415274,2,Mist,1.5,27.3,Yes,Evening
108,2023-01-05 11:00:00,Maharashtra,New Delhi,25.24028964545245,72.15462104734081,2,Mist,5.9,35.9,No,Afternoon
109,2023-01-05 12:00:00,Kerala,Kochi,26.455143810267888,72.99494719200408,4,Rain,5.5,19.1,Yes,Morning
110,2023-01-05 13:00:00,Kerala,Kochi,17.741238376378718,75.30914139934909,1,Rain,4.9,21.9,Yes,Evening
111,2023-01-05 14:00:00,Tamil Nadu,Chennai,20.12505875501955,75.94291667557957,1,Rain,4.3,16.6,Yes,Evening
112,2023-01-05 15:00:00,Kerala,Mumbai,23.29619601805991,75.23431797803896,1,Fog,4.6,32.6,Yes,Evening
113,2023-01-05 16:00:00,Delhi,Bengaluru,11.496772545208252,76.24750142729675,3,Rain,5.9,21.0,Yes,Morning
114,2023-01-05 17:00:00,Kerala,Kochi,18.051321529268847,76.76105339924545,2,Mist,0.5,24.7,Yes,Morning
115,2023-01-05 18:00:00,Tamil Nadu,Kochi,15.973260555446263,72.07939056902268,3,Fog,3.0,26.1,Yes,Morning
116,2023-01-05 19:00:00,Delhi,Mumbai,10.927479843244981,75.71276127562803,1,Cloudy,5.4,37.3,Yes,Afternoon
117,2023-01-05 20:00:00,Karnataka,Mumbai,15.35068844583063,79.7079939271007,1,Clear,7.4,25.3,No,Evening
118,2023-01-05 21:00:00,Kerala,New Delhi,9.363446187709872,76.15225824103639,1,Rain,2.2,18.6,Yes,Night
119,2023-01-05 22:00:00,Tamil Nadu,New Delhi,8.51623813898974,77.42033813967163,4,Cloudy,5.7,28.1,Yes,Night
120,2023-01-05 23:00:00,Karnataka,Bengaluru,10.703325783096455,74.49491086333506,2,Mist,7.3,39.1,No,Evening
121,2023-01-06 00:00:00,Karnataka,Bengaluru,27.262302231783476,78.1919310252221,4,Clear,4.7,30.2,No,Night
122,2023-01-06 01:00:00,Maharashtra,Chennai,18.99059071790034,78.18337185500891,1,Cloudy,0.8,39.6,No,Afternoon
123,2023-01-06 02:00:00,Delhi,New Delhi,27.3164432230644,76.17036838123312,2,Clear,4.8,36.0,Yes,Afternoon
124,2023-01-06 03:00:00,Kerala,Kochi,16.649957566602637,79.80811058623371,2,Rain,3.3,15.9,No,Morning
125,2023-01-06 04:00:00,Tamil Nadu,New Delhi,14.236322661705191,73.00440171810122,1,Mist,9.3,31.5,No,Morning
126,2023-01-06 05:00:00,Maharashtra,Kochi,18.122837256804882,72.13558131911665,3,Clear,1.7,22.2,Yes,Morning
127,2023-01-06 06:00:00,Delhi,Mumbai,16.790233772658205,78.16126569405677,4,Cloudy,6.7,29.0,Yes,Morning
128,2023-01-06 07:00:00,Maharashtra,New Delhi,10.11329368523488,78.45724429891906,3,Rain,1.0,22.0,No,Morning
129,2023-01-06 08:00:00,Delhi,Mumbai,20.816526293804124,72.9616578329646,3,Rain,4.7,23.7,No,Night
130,2023-01-06 09:00:00,Delhi,Bengaluru,12.320763650191992,74.12466266366884,1,Cloudy,5.8,38.1,Yes,Night
131,2023-01-06 10:00:00,Kerala,Bengaluru,20.39175909795659,72.14041890693304,1,Cloudy,3.3,20.2,Yes,Morning
132,2023-01-06 11:00:00,Delhi,Chennai,21.004021847963067,74.34646888624452,4,Clear,4.8,36.9,Yes,Afternoon
133,2023-01-06 12:00:00,Maharashtra,New Delhi,11.040497062572962,78.18513499134937,1,Fog,2.1,15.8,Yes,Night
134,2023-01-06 13:00:00,Delhi,Mumbai,9.226992542213363,76.14368422170062,3,Rain,3.4,17.3,Yes,Afternoon
135,2023-01-06 14:00:00,Kerala,Kochi,23.615231721368797,74.78476474534631,3,Clear,6.4,36.4,No,Afternoon
136,2023-01-06 15:00:00,Kerala,Bengaluru,17.196008475386403,74.97391435925064,2,Cloudy,3.4,30.8,Yes,Evening
137,2023-01-06 16:00:00,Maharashtra,Bengaluru,9.163275910109515,72.01082900572375,4,Clear,9.0,33.7,Yes,Evening
138,2023-01-06 17:00:00,Karnataka,Kochi,27.897326343395342,74.39840422052188,1,Cloudy,6.5,20.2,Yes,Morning
139,2023-01-06 18:00:00,Karnataka,Mumbai,9.155611219927334,77.17166993310344,1,Mist,4.7,28.4,Yes,Afternoon
140,2023-01-06 19:00:00,Delhi,Mumbai,21.900704577171062,79.79355555053085,1,Cloudy,0.9,33.4,Yes,Night
141,2023-01-06 20:00:00,Tamil Nadu,New Delhi,27.67357850526827,78.77648661587119,2,Cloudy,5.2,30.7,No,Evening
142,2023-01-06 21:00:00,Delhi,New Delhi,12.783602084318513,72.18875971716423,1,Cloudy,7.8,26.8,Yes,Evening
143,2023-01-06 22:00:00,Maharashtra,Chennai,10.844987373743923,79.18848483739872,1,Fog,3.0,39.0,No,Afternoon
144,2023-01-06 23:00:00,Maharashtra,Bengaluru,10.427698788448577,78.26558730638901,3,Cloudy,8.2,31.9,Yes,Evening
145,2023-01-07 00:00:00,Maharashtra,New Delhi,14.065502951351911,78.24300898856784,4,Rain,2.9,37.7,No,Evening
146,2023-01-07 01:00:00,Maharashtra,Mumbai,10.020916220212934,75.66396607202857,1,Rain,8.3,33.2,No,Night
147,2023-01-07 02:00:00,Maharashtra,Kochi,21.84322683388264,75.18404234363602,1,Clear,1.3,33.4,Yes,Afternoon
148,2023-01-07 03:00:00,Kerala,Mumbai,9.245835962601253,74.42332583066555,4,Fog,8.7,17.0,Yes,Evening
149,2023-01-07 04:00:00,Karnataka,Bengaluru,18.188442562995796,72.52555887163493,1,Clear,5.2,24.0,Yes,Afternoon
150,2023-01-07 05:00:00,Maharashtra,Mumbai,27.933937077059536,73.82588290794959,1,Rain,3.3,36.5,Yes,Evening
151,2023-01-07 06:00:00,Tamil Nadu,Chennai,24.279405390120377,73.9728290798242,1,Rain,3.0,20.8,Yes,Night
152,2023-01-07 07:00:00,Tamil Nadu,Bengaluru,20.304388764620217,75.87261655768161,2,Mist,4.6,17.9,No,Afternoon
153,2023-01-07 08:00:00,Tamil Nadu,Kochi,14.125072415732234,77.97955525277355,1,Cloudy,10.0,23.2,Yes,Evening
154,2023-01-07 09:00:00,Tamil Nadu,Chennai,20.47791672583277,75.79047862718357,4,Rain,2.6,20.5,Yes,Night
155,2023-01-07 10:00:00,Kerala,Bengaluru,18.540829278233034,72.46275559557728,2,Clear,1.5,38.1,No,Evening
156,2023-01-07 11:00:00,Tamil Nadu,Kochi,16.52166767780743,79.66231840790563,2,Clear,6.1,36.7,Yes,Afternoon
157,2023-01-07 12:00:00,Maharashtra,Chennai,10.61420753480399,79.5417945527529,1,Cloudy,5.1,27.5,No,Evening
158,2023-01-07 13:00:00,Delhi,Chennai,25.732084304809334,78.28151634518727,2,Cloudy,5.5,16.5,Yes,Afternoon
159,2023-01-07 14:00:00,Tamil Nadu,Bengaluru,16.99569297642645,79.93062321251377,2,Mist,6.8,32.9,No,Afternoon
160,2023-01-07 15:00:00,Kerala,New Delhi,11.892450236415302,76.3558586624021,3,Fog,3.0,30.6,Yes,Evening
161,2023-01-07 16:00:00,Kerala,Chennai,15.355187017545791,79.70214680202565,3,Clear,9.2,39.3,No,Night
162,2023-01-07 17:00:00,Tamil Nadu,Chennai,16.282595050578543,72.604840324934,2,Cloudy,4.6,29.0,No,Morning
163,2023-01-07 18:00:00,Delhi,Kochi,24.550757911337485,74.92544598609098,4,Clear,1.7,23.4,Yes,Night
164,2023-01-07 19:00:00,Tamil Nadu,Mumbai,22.672287611228043,73.80305014405413,3,Cloudy,7.6,28.0,Yes,Night
165,2023-01-07 20:00:00,Kerala,Bengaluru,23.386097872826795,73.56666467307416,3,Rain,6.6,39.5,Yes,Evening
166,2023-01-07 21:00:00,Karnataka,Bengaluru,8.220625288572943,73.1264235911414,1,Clear,3.5,32.4,No,Night
167,2023-01-07 22:00:00,Maharashtra,New Delhi,16.32307996359523,76.97930913252797,1,Rain,6.4,31.8,No,Night
168,2023-01-07 23:00:00,Kerala,New Delhi,17.626883032706473,78.25057484597843,1,Clear,2.6,21.0,No,Morning
169,2023-01-08 00:00:00,Tamil Nadu,Bengaluru,8.383845536461134,76.62638719536288,2,Fog,4.7,33.6,Yes,Night
170,2023-01-08 01:00:00,Maharashtra,New Delhi,13.196264174900683,73.17570167670567,2,Mist,9.0,33.8,Yes,Morning
171,2023-01-08 02:00:00,Tamil Nadu,Kochi,23.2057964624427,78.48899015946776,2,Rain,1.8,22.9,No,Evening
172,2023-01-08 03:00:00,Tamil Nadu,Bengaluru,10.74219411457998,77.08763765730983,3,Cloudy,4.2,27.1,Yes,Morning
173,2023-01-08 04:00:00,Karnataka,New Delhi,18.706202629051834,75.10532564901597,3,Fog,8.3,22.4,No,Afternoon
174,2023-01-08 05:00:00,Maharashtra,Bengaluru,12.30403744034475,77.3930423642885,4,Clear,9.7,21.5,Yes,Afternoon
175,2023-01-08 06:00:00,Maharashtra,Mumbai,8.242415492877866,74.07923983394267,1,Rain,4.8,15.6,Yes,Morning
176,2023-01-08 07:00:00,Karnataka,Chennai,12.82402915199083,74.76153766795369,2,Clear,5.3,22.1,No,Afternoon
177,2023-01-08 08:00:00,Kerala,Bengaluru,27.517475098201075,79.33988674505592,1,Clear,5.9,28.8,Yes,Evening
178,2023-01-08 09:00:00,Tamil Nadu,Chennai,24.03074223765979,74.32403604537136,1,Clear,9.4,15.0,Yes,Afternoon
179,2023-01-08 10:00:00,Delhi,New Delhi,27.191532886420667,75.7599061452635,1,Mist,8.7,22.1,Yes,Morning
180,2023-01-08 11:00:00,Tamil Nadu,Chennai,17.757080878527248,79.12112909916812,1,Mist,2.1,37.0,Yes,Evening
181,2023-01-08 12:00:00,Tamil Nadu,Bengaluru,10.19472397355007,77.66177080214023,2,Cloudy,4.6,29.8,Yes,Afternoon
182,2023-01-08 13:00:00,Kerala,Mumbai,18.95918977947386,72.49762580931763,3,Rain,4.9,30.2,No,Evening
183,2023-01-08 14:00:00,Tamil Nadu,New Delhi,17.08754669119922,73.17842435423177,1,Fog,8.0,25.1,Yes,Morning
184,2023-01-08 15:00:00,Karnataka,Bengaluru,24.88714165479232,72.06273272617534,3,Fog,6.2,31.9,No,Afternoon
185,2023-01-08 16:00:00,Karnataka,New Delhi,9.961651615684891,77.0473743218333,2,Fog,6.7,19.7,Yes,Evening
186,2023-01-08 17:00:00,Maharashtra,Kochi,17.764822740435562,75.58138740328334,1,Clear,10.0,35.5,Yes,Evening
187,2023-01-08 18:00:00,Delhi,Chennai,11.000973293879685,73.07419880721821,2,Mist,1.2,17.9,No,Afternoon
188,2023-01-08 19:00:00,Tamil Nadu,Kochi,14.493518537801199,79.66347296845416,1,Rain,2.6,31.4,No,Evening
189,2023-01-08 20:00:00,Tamil Nadu,Bengaluru,22.747141547755994,76.23727779156496,2,Clear,4.4,23.5,Yes,Evening
190,2023-01-08 21:00:00,Kerala,Mumbai,17.52036258737533,73.93514635290312,2,Mist,3.8,33.7,Yes,Morning
191,2023-01-08 22:00:00,Karnataka,New Delhi,15.517765702915387,76.00482856923766,1,Mist,0.7,28.7,No,Morning
192,2023-01-08 23:00:00,Delhi,Chennai,15.889525571400707,77.43696266188087,1,Rain,1.4,26.3,No,Morning
193,2023-01-09 00:00:00,Maharashtra,New Delhi,17.188935368119733,72.60991374378851,2,Rain,7.0,19.2,No,Morning
194,2023-01-09 01:00:00,Karnataka,Bengaluru,23.700330876741138,74.19763052038314,4,Rain,8.9,30.9,No,Morning
195,2023-01-09 02:00:00,Maharashtra,New Delhi,25.84169377880469,78.45572392707194,1,Clear,5.4,39.4,Yes,Morning
196,2023-01-09 03:00:00,Kerala,Chennai,27.106693730078565,75.6773189632213,3,Cloudy,5.6,35.6,Yes,Afternoon
197,2023-01-09 04:00:00,Kerala,Bengaluru,23.7380677251059,76.37261713625836,2,Rain,2.9,16.5,Yes,Morning
198,2023-01-09 05:00:00,Tamil Nadu,New Delhi,14.308137914960255,75.46252801767575,4,Cloudy,7.8,24.4,Yes,Evening
199,2023-01-09 06:00:00,Delhi,Mumbai,21.762694121730842,72.35119954114404,3,Clear,7.6,38.1,Yes,Afternoon
200,2023-01-09 07:00:00,Maharashtra,Bengaluru,16.75206248110784,73.32599823856125,2,Cloudy,6.1,27.6,No,Evening
201,2023-01-09 08:00:00,Karnataka,Bengaluru,13.093412440921023,75.56433310993512,2,Fog,2.5,31.6,No,Morning
202,2023-01-09 09:00:00,Kerala,Mumbai,24.817431588518453,73.67348372326342,3,Cloudy,1.4,37.8,No,Morning
203,2023-01-09 10:00:00,Tamil Nadu,Kochi,8.7685269792465,72.39983222927744,1,Rain,1.1,36.8,Yes,Evening
204,2023-01-09 11:00:00,Tamil Nadu,Chennai,26.03523984270847,78.7491973124146,1,Clear,6.1,27.5,No,Evening
205,2023-01-09 12:00:00,Maharashtra,Kochi,17.22954929249468,79.84954023331292,1,Rain,8.3,25.9,Yes,Evening
206,2023-01-09 13:00:00,Kerala,New Delhi,20.74402953616561,78.34514299197392,3,Fog,8.7,23.5,Yes,Night
207,2023-01-09 14:00:00,Delhi,Mumbai,21.187078444115656,78.83027937363734,3,Rain,4.9,33.0,Yes,Night
208,2023-01-09 15:00:00,Kerala,Kochi,25.902354814130728,73.93581704253636,1,Rain,8.0,22.2,No,Night
209,2023-01-09 16:00:00,Maharashtra,Bengaluru,20.733393643344147,79.6850158041056,2,Rain,9.5,21.2,Yes,Night
210,2023-01-09 17:00:00,Maharashtra,New Delhi,20.278671695201236,73.57540563562743,2,Mist,3.1,23.9,Yes,Afternoon
211,2023-01-09 18:00:00,Kerala,New Delhi,9.333040811213799,79.61143848289466,1,Fog,4.3,19.4,No,Morning
212,2023-01-09 19:00:00,Maharashtra,Kochi,18.36816043890408,79.95855435172761,4,Rain,9.3,32.4,Yes,Evening
213,2023-01-09 20:00:00,Kerala,Kochi,11.003380016340833,77.6937824459684,1,Rain,3.7,30.4,No,Morning
